Project_ID,Area_sqft,Floors,Material_Quality,Location_Type,Labor_Cost_per_sqft,Material_Cost_per_sqft,Design_Complexity,Duration_months,Total_Cost
C2718,5158,1,Medium,Urban,185,299,3,23,3392104.91
C2719,8044,1,High,Suburban,170,207,2,12,4615093.94
C2720,8218,4,Medium,Suburban,187,334,7,9,5397505.31
C2721,1270,5,Medium,Suburban,224,450,2,4,1021984.01
C2722,3655,5,Medium,Rural,275,439,1,22,2774692.75
C2723,2128,4,Medium,Urban,186,421,2,6,1823494.65
C2724,886,1,Low,Urban,269,344,6,10,701748.88
C2725,6531,2,Medium,Suburban,296,203,2,5,4458723.02
C2726,6939,1,Medium,Urban,267,481,1,4,6584484.72
C2727,6901,5,Low,Rural,150,396,1,11,3700950.15
C2728,4508,1,High,Urban,204,327,4,13,4029685.69
C2729,2966,2,Medium,Suburban,208,460,8,6,2570206.02
C2730,2782,3,High,Urban,200,290,6,11,2315386.93
C2731,2356,1,Medium,Suburban,256,458,4,8,2387289.33
C2732,8480,4,Medium,Urban,292,293,6,3,7508444.56
C2733,2498,3,Medium,Urban,157,456,6,5,2276878.52
C2734,5976,4,Medium,Urban,243,335,9,9,5236309.52
C2735,9928,4,High,Urban,291,212,4,11,8557185.25
C2736,5169,4,Medium,Rural,246,397,6,10,3989729.9
C2737,9842,1,High,Urban,156,377,10,23,9920799.24
C2738,4818,5,High,Suburban,167,311,1,15,3375472.53
C2739,7564,3,Medium,Rural,161,463,7,20,4999303.94
C2740,7946,2,High,Suburban,151,278,7,21,5700268.3
C2741,1931,5,Medium,Rural,242,455,1,11,1234249.12
C2742,6124,1,High,Rural,298,273,8,22,4798214.25
C2743,7961,4,High,Suburban,156,360,5,8,5853880.16
C2744,2319,2,Low,Suburban,161,400,9,23,1684342.54
C2745,1630,3,High,Urban,233,232,8,14,1370329.19
C2746,7063,5,Medium,Suburban,206,272,3,6,4554576.28
C2747,3158,5,Medium,Rural,227,492,1,11,2470817.86
C2748,4000,2,Medium,Suburban,223,397,3,12,3042539.73
C2749,9066,1,Low,Suburban,172,439,2,5,5987593.03
C2750,2620,3,Medium,Suburban,179,273,2,19,1638153.56
C2751,4520,2,High,Urban,260,230,4,9,3378121.15
C2752,3759,4,Low,Rural,207,213,2,10,1526645.52
C2753,2323,3,Medium,Suburban,244,404,8,13,2304160.54
C2754,1974,5,Low,Urban,201,267,5,15,1316174.93
C2755,2742,2,Medium,Rural,205,327,1,5,1456324.65
C2756,3743,5,High,Suburban,159,225,6,21,2274366.8
C2757,7490,5,High,Suburban,296,383,7,16,8018240.67
C2758,5660,5,High,Suburban,296,336,1,18,4863047.75
C2759,3634,1,Medium,Urban,257,490,3,17,3528149.67
C2760,2570,5,Medium,Rural,236,305,9,4,1722786.65
C2761,859,4,High,Suburban,233,223,7,8,563702.59
C2762,1641,4,High,Urban,153,393,4,23,1483322.09
C2763,2135,3,Medium,Urban,246,368,6,9,1974597.64
C2764,4500,5,Medium,Rural,261,235,6,11,2393084.88
C2765,3861,5,High,Urban,290,300,3,11,3357893.76
C2766,7083,2,High,Rural,216,233,2,19,3943897.09
C2767,8335,1,Medium,Urban,289,238,5,5,6329406.31
C2768,506,3,High,Suburban,242,410,8,6,549917.79
C2769,3767,5,Low,Rural,244,429,3,4,2184689.41
C2770,7064,2,Medium,Urban,190,478,5,3,6268558.71
C2771,5428,1,Medium,Suburban,151,279,3,12,2799560.66
C2772,3106,3,Low,Suburban,171,437,7,5,2185218.72
C2773,6406,3,Low,Suburban,299,371,6,12,4961731.99
C2774,3773,5,Low,Suburban,190,258,6,11,2160125.11
C2775,8111,3,Medium,Suburban,244,221,1,19,4233188.1
C2776,1413,2,High,Suburban,265,437,2,17,1287350.89
C2777,2511,3,High,Rural,269,495,6,5,2190771.96
C2778,1942,4,Medium,Suburban,163,293,8,23,1292094.81
C2779,6046,2,Medium,Urban,242,443,5,5,6056932.45
C2780,2329,1,High,Rural,184,210,2,6,1045760.29
C2781,9267,1,Low,Suburban,158,316,5,6,5501666.22
C2782,6968,5,High,Urban,267,464,9,19,9112342.02
C2783,1429,5,High,Urban,245,211,6,8,986861.42
C2784,4199,4,Low,Urban,208,353,5,13,3319983.74
C2785,1554,1,High,Urban,205,237,10,14,1199317.12
C2786,6244,1,High,Urban,159,330,6,9,5026529.36
C2787,2400,1,Low,Urban,174,424,9,15,2146979.57
C2788,7480,1,Low,Suburban,160,342,7,8,4414039.5
C2789,7569,3,Low,Urban,250,253,10,5,4945183.82
C2790,3915,2,Medium,Urban,158,223,3,23,2257722.37
C2791,942,2,Medium,Urban,284,320,10,16,902232.76
C2792,6718,4,Medium,Urban,220,318,10,16,5552733.64
C2793,5152,3,Medium,Urban,232,360,5,12,4711160.34
C2794,8439,1,High,Suburban,169,273,4,7,5014325.85
C2795,8333,1,Medium,Rural,263,384,5,4,5521702.75
C2796,9870,5,Low,Rural,238,391,8,8,6034549.47
C2797,8097,5,Medium,Rural,154,419,6,13,5389065.1
C2798,4958,4,Medium,Urban,261,320,4,20,3952244.33
C2799,7091,1,Medium,Urban,204,408,5,23,6645162.57
C2800,9949,4,Medium,Urban,238,499,7,13,10021962.26
C2801,2809,3,Low,Suburban,164,363,8,17,1929761.95
C2802,6768,2,High,Urban,153,467,5,5,6671948.27
C2803,1410,1,High,Suburban,227,202,2,4,810830.31
C2804,4840,3,Medium,Urban,269,249,6,9,3941345.76
C2805,4509,1,Medium,Urban,262,410,9,7,4636773.85
C2806,7128,5,Medium,Rural,170,215,3,23,2921103.89
C2807,2669,4,High,Suburban,286,367,7,15,2476812.05
C2808,2672,5,Medium,Rural,215,482,8,10,2263504.86
C2809,6168,2,High,Suburban,256,497,6,11,6847670.1
C2810,6813,5,Medium,Rural,261,384,3,10,4789844.85
C2811,8815,1,Medium,Suburban,266,337,1,12,6902081.66
C2812,8536,5,Medium,Rural,277,324,3,4,4971308.84
C2813,7289,1,High,Urban,251,257,6,12,5966794.9
C2814,1285,2,High,Suburban,227,265,4,13,980801.9
C2815,6639,5,Low,Suburban,186,401,1,13,4138325.56
C2816,6844,4,Medium,Urban,155,208,6,7,3928656.88
C2817,2916,4,Medium,Rural,231,304,1,16,1516107.14
C2818,9488,4,Medium,Rural,235,288,8,5,5587301.47
C2819,4654,5,High,Suburban,231,288,3,22,3238664.02
C2820,6119,5,High,Urban,200,205,3,4,3662674.79
C2821,2436,5,High,Suburban,215,357,1,20,1866456.62
C2822,4307,1,High,Rural,245,302,3,3,2555982.14
C2823,7651,2,Medium,Suburban,294,422,7,3,7092592.08
C2824,9993,4,High,Urban,214,370,10,19,10313337.43
C2825,3736,1,High,Suburban,158,232,8,8,2268185.76
C2826,2852,4,Medium,Urban,290,380,8,15,2749561.5
C2827,2432,1,High,Suburban,250,383,3,23,2055483.77
C2828,9056,5,Low,Urban,180,286,5,23,5367924.25
C2829,5416,4,High,Suburban,212,268,1,3,3824960.46
C2830,5998,5,Medium,Suburban,208,225,9,8,3715678.15
C2831,1446,4,Medium,Urban,159,205,8,10,877957.19
C2832,1939,3,Medium,Urban,238,455,10,15,1975165.8
C2833,8230,1,Medium,Urban,273,381,2,4,6956461.44
C2834,5357,3,Medium,Urban,249,494,10,10,6027687.71
C2835,840,1,Low,Urban,239,459,1,3,647756.29
C2836,882,2,Medium,Rural,175,433,4,15,624208.68
C2837,8991,4,Medium,Rural,226,481,9,3,7344679.64
C2838,638,2,High,Rural,166,406,8,12,474493.62
C2839,858,2,High,Rural,217,276,3,7,469903.61
C2840,5431,1,Medium,Urban,172,367,10,22,4982486.67
C2841,3956,3,High,Urban,158,255,6,15,2850579.63
C2842,2127,5,Medium,Urban,194,494,9,7,2248063.93
C2843,9995,1,High,Rural,296,280,10,12,8359639.36
C2844,7126,5,Medium,Suburban,224,366,8,5,6379750.01
C2845,5504,2,Medium,Urban,176,375,10,4,4370961.78
C2846,9826,5,Medium,Urban,290,480,5,4,10149451.61
C2847,7152,3,Low,Suburban,289,348,9,7,5354789.36
C2848,6916,1,High,Suburban,158,455,9,6,6991039.69
C2849,3670,3,High,Rural,241,480,3,4,2977436.32
C2850,4335,3,Medium,Urban,226,477,8,23,4988249.97
C2851,8517,1,Medium,Rural,233,478,4,11,6430494.57
C2852,2651,3,High,Suburban,226,405,10,11,2946510.42
C2853,9929,4,High,Suburban,178,229,7,11,6404874.42
C2854,7405,4,Medium,Rural,299,417,10,6,6671849.76
C2855,3334,4,Medium,Rural,222,430,8,10,2432376.09
C2856,9690,5,Medium,Urban,237,361,7,20,9496488.25
C2857,3067,3,Medium,Urban,255,416,5,11,3088052.75
C2858,1807,1,Low,Suburban,296,427,1,5,1493844.19
C2859,9348,1,Medium,Suburban,187,420,8,8,7729180.81
C2860,3160,5,High,Suburban,244,433,5,21,3518642.62
C2861,4230,1,Medium,Rural,188,272,3,7,1975655.76
C2862,6707,4,High,Urban,292,294,2,19,6543120.17
C2863,3662,3,High,Suburban,203,294,3,21,2601902.65
C2864,1640,1,High,Urban,259,442,9,5,2143599.36
C2865,8958,1,Medium,Rural,261,492,2,10,7517138.55
C2866,2208,2,High,Rural,201,462,10,11,1962676.47
C2867,4130,2,Low,Suburban,184,323,1,10,2361647.26
C2868,3711,2,Medium,Urban,186,487,2,16,3312235.8
C2869,7038,3,Medium,Suburban,227,466,2,12,5591013.83
C2870,975,4,Medium,Suburban,210,308,5,19,692721.78
C2871,8184,4,High,Urban,260,247,1,5,5865477.55
C2872,9668,4,High,Rural,263,294,10,5,7057658.58
C2873,1707,3,Low,Rural,158,232,8,5,674101.11
C2874,2460,3,Medium,Suburban,168,317,2,6,1396600.67
C2875,1057,2,Medium,Suburban,270,331,6,19,889604.48
C2876,1382,1,Medium,Urban,254,450,5,16,1320753.31
C2877,5261,5,High,Suburban,229,321,2,4,4368115.22
C2878,6367,5,Medium,Suburban,175,417,10,14,5198533.64
C2879,7463,1,High,Urban,189,252,1,7,4821286.79
C2880,7666,2,Low,Urban,174,325,6,4,4980562.56
C2881,8429,1,Medium,Urban,248,358,6,14,7027172.01
C2882,5847,1,Medium,Urban,267,358,3,11,5045977.71
C2883,7769,5,Medium,Suburban,218,482,8,11,6992505.61
C2884,8625,2,Medium,Suburban,220,288,9,22,6164714.72
C2885,2954,3,High,Suburban,238,375,3,3,2554741.73
C2886,4994,5,High,Urban,214,491,9,9,6030184.62
C2887,2446,3,Medium,Suburban,299,358,8,20,2328099.96
C2888,3308,2,Medium,Rural,213,448,5,12,2509313.48
C2889,7142,1,Low,Suburban,207,321,6,17,4512040.8
C2890,4325,4,Medium,Rural,261,436,1,11,2899178.68
C2891,4036,4,Medium,Suburban,272,324,5,13,3198043.7
C2892,6568,2,Low,Suburban,246,478,10,3,6638103.37
C2893,4302,4,High,Urban,255,291,10,13,4350256.65
C2894,5199,3,High,Suburban,153,304,7,3,3380167.2
C2895,2470,4,High,Rural,278,241,1,7,1465109.88
C2896,6306,2,Medium,Rural,175,328,10,20,4138253.28
C2897,6642,2,High,Rural,182,252,9,3,3714281.62
C2898,3319,3,Medium,Urban,176,367,7,12,2679821.22
C2899,9594,4,Medium,Suburban,191,289,4,15,5762094.8
C2900,864,4,High,Suburban,220,446,4,10,854110.66
C2901,4758,1,Medium,Suburban,213,373,10,15,3773900.43
C2902,3619,5,Low,Urban,174,286,7,22,2162135.9
C2903,2363,2,High,Rural,221,349,6,4,1768974.42
C2904,615,1,High,Rural,254,448,3,23,477593.28
C2905,7584,2,High,Suburban,281,314,9,14,7945501.01
C2906,8516,1,Medium,Urban,161,379,6,15,6537508.17
C2907,2884,5,Medium,Urban,207,319,2,10,2113763.82
C2908,4435,1,High,Suburban,244,227,10,17,3323842.43
C2909,8242,2,Low,Urban,288,316,2,9,6185455.79
C2910,5942,4,Medium,Rural,250,390,1,9,4150279.61
C2911,2990,2,Medium,Suburban,257,344,5,19,2185418.86
C2912,7480,3,Medium,Suburban,208,461,10,21,7783818.08
C2913,9634,3,Medium,Suburban,266,341,6,5,8016244.24
C2914,8161,3,Low,Urban,258,313,3,9,6123121.97
C2915,2224,3,Medium,Rural,171,472,4,14,1393181.35
C2916,8682,5,Medium,Suburban,214,237,5,16,5484103.24
C2917,3267,4,Low,Rural,199,396,4,4,1748778.95
C2918,1637,4,Medium,Suburban,153,212,9,9,932427.07
C2919,4617,2,High,Suburban,251,311,3,18,4008226.11
C2920,3920,1,Medium,Urban,192,336,5,11,3001004.76
C2921,6345,2,Medium,Suburban,254,371,7,3,5934237.31
C2922,5278,2,High,Suburban,153,326,7,14,3700608.44
C2923,4406,2,Medium,Suburban,290,218,6,4,3331543.96
C2924,4137,2,Medium,Suburban,216,407,9,20,3839518.05
C2925,3453,4,Medium,Urban,204,357,7,16,2680852.24
C2926,6429,1,High,Rural,245,359,4,14,4752513.58
C2927,776,2,High,Rural,214,439,10,20,712934.18
C2928,2499,4,High,Urban,224,278,9,7,2270653.78
C2929,1727,2,High,Rural,279,396,6,9,1446472.67
C2930,6837,3,Medium,Urban,269,319,1,6,5140090.69
C2931,4235,2,Low,Suburban,235,447,9,15,3552700.27
C2932,1195,2,Medium,Urban,211,338,7,18,1071531.34
C2933,4652,5,Low,Rural,261,425,6,18,3046144.87
C2934,8401,3,High,Urban,275,282,6,21,8588342.53
C2935,7970,1,Medium,Suburban,226,225,4,6,4425024.91
C2936,8037,2,Low,Suburban,271,327,4,22,5577537.22
C2937,3341,1,High,Urban,157,422,3,22,2775762.98
C2938,4708,3,Medium,Suburban,203,243,8,3,3184866.3
C2939,9233,2,Medium,Urban,284,283,8,15,7381698.41
C2940,1588,5,Medium,Suburban,232,224,2,22,885241.14
C2941,3863,4,Medium,Rural,252,419,5,22,3016137.35
C2942,524,5,Medium,Rural,249,492,9,11,480073.96
C2943,6644,5,Low,Rural,181,403,9,12,4402104.0
C2944,6168,4,Medium,Urban,211,392,7,8,6060344.85
C2945,4736,4,High,Urban,179,201,4,9,3155175.46
C2946,8568,4,High,Suburban,255,401,4,18,8798152.7
C2947,2735,2,Medium,Urban,188,231,10,19,1845131.79
C2948,7795,1,Medium,Rural,282,288,7,3,5076267.33
C2949,8892,1,High,Urban,171,401,3,11,7299282.85
C2950,8948,4,High,Rural,299,377,3,16,7534342.29
C2951,4247,5,Medium,Urban,277,392,5,17,3899966.62
C2952,3675,3,Medium,Rural,178,359,6,6,2332039.5
C2953,5397,4,High,Urban,191,492,8,10,6482921.57
C2954,5537,5,Medium,Urban,209,403,1,17,5007081.08
C2955,7927,5,Low,Suburban,268,440,7,6,6630034.24
C2956,9105,2,Medium,Urban,226,314,8,21,7864920.65
C2957,2514,2,Low,Suburban,245,409,5,5,2008341.77
C2958,1881,1,Medium,Suburban,235,421,10,10,1946406.58
C2959,1598,1,Medium,Urban,261,381,2,4,1342463.65
C2960,3926,3,High,Rural,233,458,4,10,3005701.81
C2961,4155,3,Medium,Suburban,155,239,6,10,2238020.95
C2962,8438,3,Medium,Suburban,222,259,9,19,5820029.86
C2963,9601,3,Medium,Suburban,226,210,2,18,5069333.44
C2964,687,5,High,Suburban,180,319,4,18,558614.38
C2965,5909,5,Low,Urban,188,241,10,18,3336203.59
C2966,2592,1,Medium,Urban,199,389,5,9,2243756.81
C2967,2630,2,Low,Suburban,227,322,8,17,1754023.9
C2968,5742,2,High,Suburban,275,388,8,19,5467192.96
C2969,9049,4,Medium,Urban,258,451,2,5,9666878.35
C2970,6147,5,Medium,Suburban,237,291,6,3,4382283.77
C2971,5685,3,Medium,Suburban,164,412,6,10,4754703.4
C2972,6276,3,High,Urban,200,401,5,9,6646883.58
C2973,8413,4,Medium,Urban,172,467,8,20,8745698.22
C2974,8047,2,High,Suburban,159,354,10,7,6755553.31
C2975,8323,3,High,Urban,222,394,2,17,8631399.37
C2976,7855,2,High,Urban,262,227,2,9,5833044.37
C2977,6965,4,Medium,Urban,226,393,7,12,6368825.33
C2978,1997,2,High,Rural,181,422,9,18,1520459.4
C2979,3055,2,Low,Suburban,262,306,3,4,2002282.05
C2980,5909,2,Medium,Urban,214,348,7,20,5483457.52
C2981,3451,3,High,Urban,250,334,3,17,3251399.92
C2982,1738,1,Medium,Suburban,167,294,6,21,1157712.53
C2983,9665,5,Medium,Suburban,180,469,3,22,7664425.98
C2984,5227,2,Medium,Suburban,203,325,1,16,3716806.99
C2985,4465,2,Medium,Rural,212,211,6,4,1890283.95
C2986,6186,2,Medium,Suburban,150,493,3,20,5540660.78
C2987,9742,1,High,Urban,158,494,1,11,10491808.15
C2988,4201,4,High,Suburban,269,203,5,3,2739586.03
C2989,3280,3,Medium,Rural,241,367,8,18,2338208.9
C2990,7898,1,Medium,Suburban,239,207,8,14,5226252.51
C2991,2088,2,High,Suburban,265,323,8,14,1920578.0
C2992,2868,1,Medium,Urban,205,384,3,21,2170664.07
C2993,6289,1,Low,Urban,152,234,8,12,3601773.86
C2994,936,1,Low,Suburban,279,272,4,22,608589.11
C2995,3328,4,Medium,Rural,203,212,8,7,1510977.44
C2996,2056,5,Low,Suburban,186,238,3,5,929212.41
C2997,8070,3,Low,Suburban,246,283,3,11,5117235.35
C2998,7980,4,Medium,Urban,161,220,1,23,3718843.97
C2999,9996,4,Medium,Urban,261,452,8,17,11548435.67
C3000,682,5,Medium,Suburban,227,457,8,16,690218.21
C3001,7690,4,High,Urban,289,499,9,13,10345891.55
C3002,7187,1,High,Suburban,239,229,6,15,5151105.35
C3003,6065,1,Medium,Urban,293,327,2,9,5336846.89
C3004,7741,2,Medium,Suburban,221,239,1,4,4798366.15
C3005,8151,4,High,Rural,241,296,8,5,5735119.46
C3006,6075,2,Low,Suburban,156,423,10,22,5104217.91
C3007,2089,3,High,Urban,164,291,4,10,1485941.41
C3008,9351,1,Low,Suburban,254,479,7,3,8640811.97
C3009,659,3,High,Rural,221,369,10,23,484541.32
C3010,7055,5,Medium,Suburban,223,483,4,6,6582421.1
C3011,9703,1,Medium,Urban,292,421,1,15,9382366.63
C3012,8744,3,High,Urban,211,316,8,16,8577436.21
C3013,7346,5,Medium,Urban,295,447,10,11,9491400.74
C3014,2807,3,Medium,Urban,195,288,9,5,2317103.22
C3015,1728,5,Medium,Rural,254,277,10,16,1032580.71
C3016,7726,5,High,Rural,258,273,9,6,5270109.13
C3017,6090,1,Low,Urban,210,213,9,19,3483317.71
C3018,7419,2,Low,Urban,270,244,4,17,4645278.26
C3019,6085,5,Medium,Urban,192,237,9,14,3781546.67
C3020,9727,5,Low,Rural,248,444,4,16,6557980.96
C3021,6546,1,Medium,Suburban,204,261,2,21,4115797.37
C3022,5445,2,Medium,Suburban,282,295,10,12,4643835.12
C3023,8427,4,Medium,Suburban,261,451,3,7,8269207.15
C3024,7516,4,Low,Suburban,292,260,2,19,5182440.35
C3025,8258,2,Medium,Urban,240,468,1,19,7687967.47
C3026,5586,3,Low,Urban,165,318,6,5,3869600.31
C3027,9956,1,Low,Suburban,206,286,4,18,5298228.22
C3028,7661,2,Low,Suburban,251,282,7,11,5101091.61
C3029,2384,4,High,Urban,174,279,7,19,1798074.08
C3030,2309,5,Low,Urban,171,427,10,22,1870955.94
C3031,3667,4,High,Urban,272,310,1,14,3225083.42
C3032,6852,5,Low,Suburban,236,270,9,4,4449640.15
C3033,9509,1,Low,Suburban,293,224,8,22,6660105.69
C3034,6556,5,Medium,Rural,292,478,10,18,6439659.83
C3035,2937,2,Medium,Urban,231,401,1,23,2577615.17
C3036,6968,5,High,Urban,251,424,8,8,8402243.5
C3037,9580,3,High,Urban,290,466,5,4,11018420.72
C3038,6451,2,High,Suburban,173,482,1,11,6015332.78
C3039,5776,1,Medium,Suburban,290,316,4,7,4367790.55
C3040,9359,2,Medium,Suburban,185,266,7,20,5583330.38
C3041,8318,3,Medium,Urban,198,246,5,23,4927909.4
C3042,5228,1,High,Suburban,231,440,3,20,5251828.36
C3043,3124,4,Medium,Rural,197,377,4,12,1949400.34
C3044,6238,3,Medium,Rural,246,207,2,12,2746687.05
C3045,4732,1,Medium,Rural,251,382,8,12,3276842.55
C3046,6293,5,Low,Suburban,155,276,2,20,3272268.19
C3047,5023,2,High,Rural,217,266,6,18,3235990.78
C3048,6071,1,Medium,Urban,163,347,7,8,4652732.84
C3049,9510,2,Medium,Urban,179,372,7,14,7331632.57
C3050,9798,5,Low,Urban,259,234,1,6,5386921.24
C3051,2724,1,High,Suburban,157,276,8,22,1795303.08
C3052,8889,4,Low,Rural,215,479,9,18,6854361.94
C3053,6591,3,High,Urban,281,384,7,13,7646078.89
C3054,9162,1,Low,Suburban,233,254,8,3,5941729.54
C3055,6861,5,High,Suburban,269,293,4,7,5693630.64
C3056,2448,1,High,Rural,202,343,8,19,1829771.4
C3057,7594,2,Low,Suburban,248,446,3,13,6121505.13
C3058,6818,1,Medium,Rural,223,399,1,16,3926076.43
C3059,4296,4,Medium,Urban,292,435,8,11,4380388.6
C3060,734,1,Low,Urban,249,419,6,12,702670.02
C3061,9620,3,High,Suburban,278,415,9,6,11097076.21
C3062,4107,1,Medium,Urban,299,248,3,4,3004487.48
C3063,8543,2,Medium,Urban,164,484,8,8,8912505.25
C3064,1022,1,Low,Suburban,171,317,9,5,600197.3
C3065,6404,4,Medium,Suburban,197,281,9,15,4497617.54
C3066,5388,5,High,Suburban,266,462,7,14,6750379.5
C3067,6332,1,Medium,Urban,222,276,10,20,4645261.85
C3068,7622,1,High,Suburban,269,410,3,8,7002889.23
C3069,6342,3,High,Urban,166,321,3,12,4879209.1
C3070,1816,4,Low,Urban,255,289,2,8,1268081.76
C3071,1624,5,Low,Suburban,232,457,1,7,1136567.07
C3072,6121,2,High,Urban,253,360,2,17,5853004.62
C3073,5923,1,Medium,Urban,240,375,5,17,4848188.09
C3074,3087,5,Low,Suburban,198,492,1,14,2266251.93
C3075,9715,2,Medium,Urban,208,288,10,11,7956960.32
C3076,6172,4,Medium,Rural,287,326,4,15,4238503.45
C3077,1878,4,High,Suburban,179,485,10,18,2152073.39
C3078,3874,5,Low,Rural,234,496,10,23,2788630.23
C3079,2019,2,Low,Urban,170,459,1,4,1643570.09
C3080,6277,4,High,Suburban,183,443,10,19,6395605.94
C3081,8435,5,High,Urban,222,310,8,11,7769553.69
C3082,6593,4,Medium,Rural,247,223,5,21,3320294.37
C3083,8918,4,High,Urban,225,249,10,8,8152142.65
C3084,5855,4,Medium,Urban,234,236,4,6,4064243.45
C3085,5468,3,High,Rural,233,380,3,17,3997142.33
C3086,9583,2,Medium,Urban,283,452,9,20,11704453.52
C3087,6074,5,Medium,Urban,258,224,6,14,4592603.16
C3088,4572,5,High,Urban,212,324,1,14,3378247.71
C3089,2757,2,Medium,Suburban,161,230,8,22,1506671.37
C3090,9088,2,High,Urban,151,436,10,19,8723275.37
C3091,4924,2,Medium,Suburban,293,426,2,9,4283380.05
C3092,3737,2,High,Urban,278,237,9,22,3613464.44
C3093,4393,1,High,Suburban,281,257,7,7,4033697.42
C3094,2505,5,Medium,Suburban,196,435,3,14,1922763.97
C3095,2516,1,High,Suburban,201,380,4,19,1962992.16
C3096,9888,4,Medium,Suburban,196,313,3,4,6329225.6
C3097,2272,4,High,Urban,248,331,6,6,2137141.71
C3098,8853,5,Medium,Urban,199,379,9,4,8252386.59
C3099,4476,4,High,Urban,194,277,10,16,3791001.82
C3100,2251,2,Medium,Suburban,191,419,9,16,1920863.93
C3101,9467,1,Medium,Suburban,220,341,1,15,6200277.27
C3102,7930,2,Low,Rural,206,242,10,19,4088917.28
C3103,7670,4,Medium,Urban,182,317,6,19,5373585.65
C3104,6969,1,High,Suburban,263,258,1,20,4638784.16
C3105,9631,2,Medium,Suburban,193,260,4,5,5775036.83
C3106,3720,5,Medium,Suburban,263,240,7,23,2486790.67
C3107,1039,2,Medium,Rural,205,473,4,18,785190.16
C3108,1961,4,Medium,Urban,193,387,9,21,1623078.96
C3109,5684,1,Low,Urban,245,386,10,8,5646378.41
C3110,9047,5,High,Suburban,222,427,5,8,8324467.52
C3111,734,1,High,Urban,183,363,9,20,689072.88
C3112,2048,5,Medium,Urban,163,485,1,11,1780006.84
C3113,7980,1,Low,Urban,274,301,4,20,6410678.05
C3114,4713,4,Low,Urban,228,466,7,8,4673635.65
C3115,2173,5,Medium,Suburban,294,323,2,11,1567340.21
C3116,7208,3,Medium,Urban,232,352,9,20,6476175.5
C3117,8482,1,High,Suburban,286,378,3,18,8279160.17
C3118,2600,1,Medium,Suburban,176,265,4,15,1558948.98
C3119,4248,2,High,Suburban,199,298,4,13,3180245.84
C3120,3673,5,Medium,Rural,204,223,8,10,1785748.28
C3121,2315,3,Medium,Urban,281,448,2,19,2439828.71
C3122,4341,4,Medium,Rural,247,364,5,11,2817966.32
C3123,8516,2,Low,Suburban,296,293,2,8,6297317.6
C3124,7511,3,Medium,Suburban,186,323,6,3,5645061.71
C3125,4993,5,High,Suburban,281,355,9,3,5366024.95
C3126,1174,3,Medium,Suburban,186,448,9,15,1144057.35
C3127,8588,1,High,Rural,261,470,1,9,7049899.02
C3128,9078,1,Medium,Rural,161,257,4,12,4123298.64
C3129,2658,2,Low,Urban,205,394,4,20,1969594.64
C3130,3161,5,Medium,Urban,229,400,1,8,2883477.08
C3131,2564,5,Medium,Suburban,163,271,10,15,1606387.49
C3132,3753,3,Medium,Rural,203,446,2,7,2525921.78
C3133,5479,2,Low,Urban,214,297,6,23,4037254.96
C3134,8203,5,Medium,Suburban,265,280,10,17,6877310.5
C3135,9431,1,Low,Suburban,207,264,3,14,4994721.47
C3136,1901,3,Low,Suburban,245,204,9,13,1016488.27
C3137,3759,4,Medium,Suburban,170,483,3,10,2935537.89
C3138,4423,1,Medium,Suburban,153,493,3,7,3546785.41
C3139,4714,2,High,Rural,222,280,9,10,3019100.0
C3140,3727,5,Medium,Suburban,276,286,3,7,2438434.81
C3141,3245,1,High,Suburban,195,492,6,12,3386499.05
C3142,6591,4,Medium,Urban,161,480,6,17,5753619.17
C3143,4366,4,High,Suburban,277,396,1,8,3890948.8
C3144,6318,2,Medium,Urban,179,451,7,20,6333998.38
C3145,2722,1,High,Urban,243,282,9,5,2526828.15
C3146,3292,3,Medium,Suburban,209,226,9,11,1992685.15
C3147,4563,1,High,Suburban,249,381,9,12,4370747.0
C3148,2024,4,Medium,Suburban,220,334,2,9,1514405.98
C3149,8724,2,Low,Urban,230,289,1,21,5989420.95
C3150,6698,2,Medium,Suburban,291,405,6,4,6341282.56
C3151,4525,3,Low,Suburban,260,226,6,10,2937629.17
C3152,3066,2,Medium,Suburban,193,258,4,9,1794273.35
C3153,3303,2,Low,Urban,257,271,8,7,2236932.07
C3154,4209,2,Medium,Suburban,251,426,5,6,3426332.78
C3155,6655,2,High,Rural,240,290,7,13,4187358.08
C3156,1219,2,Medium,Urban,258,267,9,12,1021278.44
C3157,7016,4,High,Urban,165,459,1,3,6458388.82
C3158,5079,1,Medium,Suburban,259,345,9,6,4510006.11
C3159,1472,5,Medium,Suburban,156,262,4,8,805351.48
C3160,4218,2,High,Suburban,238,379,7,20,3943185.51
C3161,7895,5,High,Suburban,244,310,4,15,6129694.87
C3162,4902,5,High,Urban,165,390,4,15,4038087.63
C3163,5052,4,Medium,Urban,254,445,4,3,5318617.39
C3164,2707,2,Medium,Urban,271,477,6,6,3184506.46
C3165,4926,5,Medium,Urban,238,496,5,6,5293496.3
C3166,7419,2,Medium,Suburban,211,322,2,20,4634857.14
C3167,9335,3,Medium,Urban,179,256,9,20,6025850.2
C3168,8886,3,High,Rural,289,359,6,20,7915678.99
C3169,9180,3,High,Rural,216,326,10,17,6348834.53
C3170,2704,5,Medium,Rural,195,424,6,20,1691379.16
C3171,5845,3,Low,Rural,192,294,9,17,3046989.3
C3172,3776,4,High,Suburban,194,205,1,19,2012423.09
C3173,1602,4,Low,Rural,229,464,7,7,1243259.16
